,fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,energy_100g,reconstructed_energy,g_sum,exceeded,product
42410,0,10.99,10.99,0,0,163,186.83,10.99,0,"Soda, Limon Up"
42411,0,0,0,0,0,0,0,0,0,Caffeine Free Diet Cola
42412,0,0,0,0,0,0,0,0,0,"Diet Soda, Cola"
42413,0,13.24,13.24,0,0,201,225.08,13.24,0,"Soda, Grape"
42414,0,11.83,11.83,0,0,176,201.11,11.83,0,"Soda, Cola"
42415,0,12.68,12.68,0,0,201,215.56,12.68,0,"Soda, Cream"
42416,0,14.08,14.08,0,0,226,239.36,14.08,0,"Soda, Orange"
42417,0,12.68,12.68,0,0.0254,201,215.56,12.68,0,"Soda, Peach"
42418,0,9.58,9.58,0,0,155,162.86,9.58,0,Ginger Ale
42419,0,0,0,0,0,0,0,0,0,"Diet Soda, Mountain Lion"
42420,0,0,0,0,0,0,0,0,0,"Diet Soda, Dr. Perky"
42421,0,12.11,12.11,0,0,188,205.87,12.11,0,"Soda, Root Beer"
42422,0,0,0,0,0,0,0,0,0,"Diet Caffeine Free Soda, Cola"
42423,0,0,0,0,0,0,0,0,0,"Diet Soda, Cola"
42424,0,0,0,0,0,0,0,0,0,"Diet Soda, Root Beer"
42425,0,0,0,0,0,0,0,0,0,"Diet Soda, Orange"
42426,0,10.99,10.99,0,0,163,186.83,10.99,0,"Soda, Limon Up"
42427,0,13.24,13.24,0,0,201,225.08,13.24,0,"Original Soda, Orange-Pineapple"
42428,0,11.83,11.83,0,0,176,201.11,11.83,0,"Soda, Dr. Perky"
42429,0,0,0,0,0,0,0,0,0,Diet Ginger Ale
42430,0,13.8,13.8,0,0,226,234.6,13.8,0,"Soda, Mountain Lion"
42431,0,12.68,12.68,0,0,201,215.56,12.68,0,"Soda, Cream"
42432,0,0,0,0,0,0,0,0,0,"Diet Soda, Dr. Perky"
42433,0,0,0,0,0,0,0,0,0,"Diet Soda, Mountain Lion"
42434,0,0,0,0,0,0,0,0,0,Diet Ginger Ale
42435,0,0,0,0,0,0,0,0,0,"Diet Soda, Cola"
42436,0,13.24,13.24,0,0,201,225.08,13.24,0,"Soda, Grape"
42437,0,13.52,13.52,0,0.0254,213,229.84,13.52,0,"Soda, Strawberry"
42438,0,0,0,0,0,0,0,0,0,"Diet Limon Up, Diet Soda, Diet Lemon Lime Flavored Soda With Other Natural Flavors"
42439,0,11.83,11.83,0,0,176,201.11,11.83,0,"Soda, Dr. Perky"
42440,0,12.68,12.68,0,0,188,215.56,12.68,0,"Soda, Fruit Punch"
42441,0,12.68,12.68,0,0,201,215.56,12.68,0,"Soda, Cream"
42442,0,13.8,13.8,0,0,226,234.6,13.8,0,"Soda, Mountain Lion"
42443,0,0,0,0,0,0,0,0,0,Diet Root Beer
42444,0,10.99,10.99,0,0,163,186.83,10.99,0,"Soda, Limon Up"
42445,0,0,0,0,0,0,0,0,0,"Diet Soda, Orange"
42446,0,14.08,14.08,0,0,226,239.36,14.08,0,"Soda, Orange"
42447,0,12.11,12.11,0,0,188,205.87,12.11,0,"Soda, Root Beer"
42448,0,0,0,0,0,0,0,0,0,"Diet Caffeine Free Soda, Cola"
42449,0,11.83,11.83,0,0,176,201.11,11.83,0,"Soda, Cola"
42450,0,9.58,9.58,0,0,155,162.86,9.58,0,Ginger Ale
42451,0,14.08,14.08,0,0,226,239.36,14.08,0,"Soda, Orange"
42452,0,0,0,0,0,0,0,0,0,Diet Cola
42453,0,14.08,14.08,0,0,226,239.36,14.08,0,"Soda, Orange"
42454,0,11.83,11.83,0,0,176,201.11,11.83,0,"Soda, Cola"
42455,0,0,0,0,0,0,0,0,0,Diet Ginger Ale
42456,0,12.11,12.11,0,0,188,205.87,12.11,0,"Soda, Root Beer"
42457,0,11.83,11.83,0,0,176,201.11,11.83,0,"Soda, Cola"
42458,0,9.58,9.58,0,0,155,162.86,9.58,0,Ginger Ale
42459,0,9.58,9.58,0,0,155,162.86,9.58,0,Ginger Ale
42460,0,29.41,23.53,0,2.39014,494,499.97,29.41,0,Ketchup
42461,6.96,26.58,2.53,11.39,1.4478,900,916.93,44.93,0,Limited Edition Pizza The Da Vinci
42462,30,0,0,40,6.096,1674,1850,70,0,Grated Parmesan Cheese
42463,30,0,0,40,6.096,1674,1850,70,0,Parmesan Cheese
42464,0.4,7.94,4.76,1.59,0.96774,151,177.61,9.93,0,Classic Style Garlic & Onion Pasta Sauce
42465,0.8,6.4,3.2,1.6,0.97536,117,167.2,8.8,0,Classic Garlic & Herb Pasta Sauce
42466,0.79,7.94,4.76,1.59,0.96774,167,192.82,10.32,0,Pasta Sauce
42467,0.78,7.03,3.91,0.78,0.9525,130,163.19,8.59,0,Pasta Sauce
42468,1.43,74.29,8.57,11.43,2.032,1494,1513.01,87.15,0,Mac 'N' Cheese Dinner
42469,0,72.41,3.45,10.34,5.51688,1443,1406.75,82.75,0,Double Cheeseburger Dinner
42470,0,73.33,6.67,10,5.334,1393,1416.61,83.33,0,Beef Pasta Dinner
42471,4.55,31.82,3.41,11.36,0.98044,858,911.51,47.73,0,Mini Pizza Bagels
42472,33.33,4.76,0,19.05,3.26644,1594,1704.64,57.14,0,Pasteurized Process American Cheese Slices
42473,28.57,4.76,0,23.81,2.17678,1594,1599.92,57.14,0,Slices Provolone Cheese
42474,28.57,4.76,0,23.81,1.57226,1594,1599.92,57.14,0,Pepper Jack Cheese Slices
42475,28.57,4.76,0,28.57,0.60452,1594,1680.84,61.9,0,Swiss Cheese Slices
42476,0,0,0,0,1.95326,1611,0,0,0,"Fruit Punch Drink Mix, Artificial Flavor"
42477,0,0,0,0,0,2092,0,0,0,Iced Tea With Lemon Drink Mix
42478,0,0,0,0,4.445,1046,0,0,0,Drink Mix
42479,0,0,0,0,0,1904,0,0,0,"Low Calorie Drink Mix, Raspberry Lemonade"
42480,0,0,0,0,0,1046,0,0,0,"Drink Mix, Pink Lemonade"
42481,0,0,0,0,0,2326,0,0,0,"Drink Mix, Raspberry"
42482,0,0,0,0,0,2092,0,0,0,"Iced Tea, Lemon"
42483,0,0,0,0,0,1745,0,0,0,"Drink Mix, Raspberry Lemonade"
42484,4.29,85.71,77.14,5.71,1.37922,1674,1721.45,95.71,0,Instant Milk Chocolate Hot Cocoa Mix
42485,3.49,48.84,4.65,6.98,1.1811,1071,1085.05,59.31,0,Frankfurter Buns
42486,3.49,48.84,4.65,6.98,1.1811,1071,1085.05,59.31,0,Frankfurter Buns
42487,3.85,50,3.85,7.69,1.07442,1125,1130.88,61.54,0,Giant White Sliced Bread
42488,4,48,4,8,1.0668,1004,1108,60,0,Sliced White Bread
42489,3.41,52.27,6.82,9.09,1.3843,1142,1176.11,64.77,0,Enriched Sandwich Sliced Bread
42490,4.41,50,5.88,8.82,1.41986,1109,1171.93,63.23,0,100% Whole Wheat Sliced Bread
42491,3.57,53.57,7.14,7.14,1.36144,1197,1171.3,64.28,0,Split Top Wheat Sliced Bread
42492,4.44,48.89,2.22,8.89,1.18618,1117,1155.42,62.22,0,Wheat Sandwich Sliced Bread
42493,0,6,3,1,0,105,119,7,0,Rainbow Peppers
42494,0,9.41,4.71,1.18,0.01524,197,180.03,10.59,0,Sweet Mint Peppers
42496,1.25,12.92,12.08,3.33,0.22352,314,325,17.5,0,Lowfat Milk
42497,1.04,5.42,5,3.33,0.13208,192,189.31,9.79,0,1% Lowfat Milk
42498,3.33,5,5,3.33,0.13208,259,271.48,11.66,0,Whole Milk
42499,3.33,5,5,3.33,0.13208,259,271.48,11.66,0,Whole Milk
42500,0,5.42,5,3.33,0.13208,138,148.75,8.75,0,Fat Free Milk
42501,0,5.42,5,3.33,0.13208,138,148.75,8.75,0,Fat Free Milk
42502,0,12.5,12.5,0,0.02032,209,212.5,12.5,0,Juice
42503,0,12.5,12.5,0,0.02032,209,212.5,12.5,0,"Juice, Orange"
42504,0,12.5,12.5,0,0.02032,209,212.5,12.5,0,Orange Juice
42505,0,12.5,12.5,0,0.02032,209,212.5,12.5,0,"100% Juice, Orange"
42506,0,12.5,12.5,0,0.02032,209,212.5,12.5,0,Juice
42507,12.24,31.97,2.04,8.16,1.34874,1109,1159.57,52.37,0,Crispy Thin Crust Pizza
42508,10.2,31.97,2.04,7.48,1.08966,1054,1068.45,49.65,0,Crispy Thin Crust Pizza
42509,8.84,31.97,2.04,6.8,1.01854,996,1003.85,47.61,0,Crispy Thin Crust Pizza
42510,6.57,22.73,1.52,12.63,1.1684,845,857.35,41.93,0,Maine Lobster Roll
42511,5.03,4.02,1.51,7.54,0.45974,377,392.69,16.59,0,Chicken Cobb Salad
42512,0,12,10,1,0.02794,209,221,13,0,Mixed Fruit
42513,0,16.8,15.2,0.8,0,268,299.2,17.6,0,Mango Chunks
42514,0,13.57,10,0.71,0,209,242.76,14.28,0,Pineapple Chunks
42515,0,15.71,12.86,0.71,0,268,279.14,16.42,0,Dark Sweet Cherries
42516,0,9.29,4.29,0.71,0,151,170,10,0,Whole Strawberries
42517,28.57,3.57,3.57,25,3.44678,1494,1599.92,57.14,0,Natural Blue Cheese Crumbles
42518,21.43,3.57,3.57,17.86,2.90322,1197,1200.08,42.86,0,Natural Feta Cheese Crumbles
42519,21.21,69.7,36.36,3.03,0.84582,2029,2063.6,93.94,0,"Cookies, Chocolate Chip"
42520,28.12,62.5,31.25,3.12,0.87376,2092,2212.22,93.74,0,Chocolate Chunk Cookies
42521,14.04,70.18,26.32,8.77,0.66802,1761,1889.71,92.99,0,"Granola Clusters, Chocolate & Toasted Coconut"
42522,15.79,66.67,28.07,8.77,0.71374,1761,1898.29,91.23,0,Peanut Butter Granola Clusters
42523,4.12,34.12,21.18,2.35,0.0889,736,780.67,40.59,0,Strawberry Rhubarb Crisp
42524,6,15,5,2,0.381,460,523,23,0,"Chipotle Roasted Corn With Red Peppers, Tomato, And Cilantro In A Chipotle Jalapeno Dressing"
42525,12.77,11.35,0.71,4.96,0.8636,787,775.3,29.08,0,Caprese Quiche
42526,12.35,2.94,0.59,21.18,0.26924,887,891.69,36.47,0,"American Chop Suey, Macaroni With Beef And Vegetables In Tomato Sauce"
42527,12.35,3.53,0.59,21.18,0.26924,862,901.72,37.06,0,American Chop Suey
42528,9.23,24.62,16.92,3.08,0.15748,837,830.87,36.93,0,"Neapolitan Ice Cream, Vanilla, Strawberry & Chocolate"
42529,9.23,27.69,18.46,3.08,0.19558,837,883.06,40,0,Ice Cream
42530,10,3.33,3.33,3.33,0.17018,556,503.22,16.66,0,"Half & Half, Original"
42531,0,10,6.67,3.33,0.254,280,226.61,13.33,0,Fat Free Half & Half
42532,10,3.33,3.33,3.33,0.17018,556,503.22,16.66,0,"Ultra-Pasteurized Half & Half, Original"
42533,10,3.33,3.33,3.33,0.17018,556,503.22,16.66,0,Half & Half Ultra - Pasteurized Grade A
42537,32.14,3.57,0,25,1.63322,1644,1739.15,60.71,0,Fancy Chredder Mild Cheddar Cheese
42538,21.43,3.57,0,28.57,1.63322,1343,1382.15,53.57,0,Fancy Shredded 4 Cheese Mexican Blend
42539,21.43,3.57,3.57,25,2.17678,1343,1321.46,50,0,Natural Fancy Shredded Mild Cheddar Cheese
42540,21.43,3.57,3.57,25,2.17678,1343,1321.46,50,0,Harp Cheddar Cheese
42541,32.14,3.57,0,21.43,1.81356,1644,1678.46,57.14,0,Natural Fancy Shredded 4 Mexican Blend Cheese
42542,32.14,3.57,0,21.43,1.81356,1644,1678.46,57.14,0,Fancy Shredded Colby Jack Cheese
42543,32.14,3.57,0,25,1.99644,1644,1739.15,60.71,0,Shredded Mac & Cheese Blend Cheese
42544,32.14,3.57,0,25,1.63322,1644,1739.15,60.71,0,Shredded Mild Cheddar Cheese
42545,21.43,3.57,0,25,1.36144,1343,1321.46,50,0,Fancy Shredded Low-Moisture Part-Skim Mozzarella Cheese
42546,32.14,3.57,0,25,1.81356,1644,1739.15,60.71,0,Mexican Taco Cheese
42547,30,20,0,40,4.064,1674,2190,90,0,Shredded Parmesan Cheese
42548,21.43,3.57,0,25,1.36144,1343,1321.46,50,0,Shredded Mozzarella Cheese
42549,32.14,3.57,0,21.43,1.81356,1644,1678.46,57.14,0,Mexican Blend Cheese
42550,25,3.57,0,25,1.905,1343,1460.69,53.57,0,Fancy Italian Blend Shredded Cheese
42551,32.14,3.57,0,25,1.63322,1644,1739.15,60.71,0,Natural Shredded Mild Cheddar Cheese
42552,25,3.57,0,28.57,1.54178,1343,1521.38,57.14,0,Shredded Pizza Blend Cheese
42553,28.57,3.57,0,28.57,0.54356,1494,1660.61,60.71,0,Fancy Shredded Swiss Cheese
42554,21.43,3.57,0,25,1.36144,1343,1321.46,50,0,Natural Shredded Mozzarella Cheese
42555,32.14,3.57,0,25,1.63322,1644,1739.15,60.71,0,Shredded Mild Cheddar Cheese
42556,14.29,3.57,0,28.57,1.36144,1046,1103.69,46.43,0,Natural Shredded Mozzarella Cheese
42557,25,3.57,0,21.43,2.08534,1343,1400,50,0,Pizza Blend Cheese
42558,28.57,3.57,0,25,1.54178,1494,1599.92,57.14,0,"Natural Fancy Shredded Cheese, Monterey Jack"
42559,32.14,3.57,0,25,1.63322,1644,1739.15,60.71,0,Shredded Double Cheddar Cheese
42560,26.32,10.53,5.26,15.79,3.20802,1322,1473.92,52.64,0,Classic American Singles Cheese
42561,23.81,9.52,4.76,14.29,3.14452,1393,1333.36,47.62,0,American Singles
42562,0,14.29,4.76,23.81,3.74904,598,647.7,38.1,0,American Cheese
42563,23.81,9.52,4.76,14.29,3.14452,1393,1333.36,47.62,0,Classic American Singles Pasteurized Prepared Cheese Product
42564,26.32,10.53,5.26,15.79,3.20802,1322,1473.92,52.64,0,"American Singles Pasteurized Cheese, Classic"
42565,23.81,9.52,4.76,14.29,3.14452,1393,1333.36,47.62,0,Classic Swiss Singles
42566,21.88,68.75,40.62,3.12,1.50876,2092,2075.11,93.75,0,"Cookies, Salted Caramel Fudge"
42567,26.67,60,0,10,1.94818,2092,2230.13,96.67,0,Crackers
42568,0,10.42,10.42,0,0.0254,163,177.14,10.42,0,"Ginger Ale, Cranberry"
42569,0,12.68,12.68,0,0.0254,201,215.56,12.68,0,"Soda, Cranberry Lemon-Lime"
42570,0,0,0,0,0.0254,0,0,0,0,"Diet Soda, Cranberry Lemon-Lime"
42571,0,0,0,0,0.0254,4,0,0,0,"Sparkling Beverage, Lemonade"
42572,0,0,0,0,0.0254,4,0,0,0,"Sparkling Water Beverage, Pink Lemonade"
42573,0,0,0,0,0.0254,4,0,0,0,"Sparkling Beverage, Raspberry Lemonade"
42574,50,0,0,0,1.99644,1795,1950,50,0,Vegetable Oil Spread
42578,16.67,3.33,3.33,3.33,0.127,837,763.35,23.33,0,Original Sour Cream
42579,16.67,3.33,3.33,3.33,0.127,837,763.35,23.33,0,Sour Cream
42580,8.06,9.68,6.45,3.23,0.32766,540,533.81,20.97,0,Light Sour Cream
42581,16.67,3.33,3.33,3.33,0.127,837,763.35,23.33,0,Original Sour Cream
42582,0,12.5,9.38,3.12,0.39624,326,265.54,15.62,0,Grade A Fat Free Sour Cream
42583,0,12.5,9.38,3.12,0.39624,326,265.54,15.62,0,Fat Free Sour Cream
42584,2.33,48.84,6.98,6.98,2.1844,975,1039.81,58.15,0,"Biscuits, Buttermilk"
42585,20,20,20,0,0,1255,1120,40,0,Extra Creamy Whipped Topping
42596,35.71,50,0,7.14,0,2243,2364.07,92.85,0,Potato Chips
42597,8.93,44.64,23.21,3.57,0.58928,1121,1167.84,57.14,0,"Ice Cream Sandwiches, Vanilla & Chocolate"
42598,21.28,27.66,21.28,4.26,0.16256,1247,1372.56,53.2,0,Ice Cream Bars
42599,8.93,44.64,23.21,3.57,0.58928,1121,1167.84,57.14,0,Ice Cream Sandwiches
42600,0,17.86,14.29,0,0,297,303.62,17.86,0,Assorted Pops
42601,10.71,46.43,23.21,3.57,0.54356,1197,1267.69,60.71,0,Ice Cream Sandwiches
42602,10.42,22.92,18.75,2.08,0.15748,870,831.38,35.42,0,Ice Cream Cups
42603,10.42,22.92,20.83,2.08,0.15748,870,831.38,35.42,0,Ice Cream Cups
42604,0,29.23,21.54,3.08,0.2159,515,549.27,32.31,0,Frozen Chocolate Dessert Fudge Bars
42605,4.17,46.67,23.33,3.33,0.52832,975,1012.63,54.17,0,Ice Cream Sandwiches
42606,0,26.67,17.78,4.44,0.22606,556,528.87,31.11,0,"Fudge Sticks, Frozen Chocolate Dairy Dessert"
42607,0,19.64,16.07,0,0,335,333.88,19.64,0,Citrus Pops
42608,21.43,3.57,0,25,1.36144,1197,1321.46,50,0,Mozzarella String Cheese
42609,14.29,3.57,0,28.57,1.81356,1046,1103.69,46.43,0,Mozzarella String Cheese
42610,21.43,3.57,0,28.57,1.81356,1197,1382.15,53.57,0,Mozzarella String Cheese Twisters
42611,21.43,3.57,0,25,1.36144,1197,1321.46,50,0,Mozzarella String Cheese
42612,32.14,7.14,7.14,7.14,0.86106,1343,1496.22,46.42,0,Cream Cheese Bar
42613,21.43,7.14,3.57,7.14,0.86106,1046,1078.53,35.71,0,Neufchatel Cheese
42614,1.64,22.95,13.11,3.28,0.15494,515,509.87,27.87,0,"Low Fat Vanilla With Nut-Free Granola, Mixed Berry Yogurt Parfait"
42615,50,21.88,9.38,21.88,1.19126,2615,2693.92,93.76,0,Creamy Peanut Butter
42616,50,21.88,9.38,21.88,1.19126,2615,2693.92,93.76,0,Crunchy Peanut Butter
42617,3,78,0,8,0,1506,1579,89,0,Brown Rice
42618,2.38,76.19,0,7.14,0,1494,1509.43,85.71,0,Long Grain Brown Rice
42619,3,78,0,8,0,1506,1579,89,0,Long Grain Instant Brown Rice
42620,0,90,36.67,3.33,1.016,1536,1586.61,93.33,0,Frosted Flacks
42621,10,47.14,10,5.71,1.63322,1314,1288.45,62.85,0,"Waffles, Blueberry"
42622,11.43,42.86,4.29,5.71,1.85166,1255,1271.46,60,0,Homestyle Waffles
42623,11.43,41.43,4.29,7.14,1.81356,1197,1271.46,60,0,"Waffles, Buttermilk"
42624,10,41.43,4.29,7.14,1.524,1134,1215.69,58.57,0,"Waffles, Multigrain"
42625,15.71,44.29,8.57,5.71,1.70434,1435,1462.69,65.71,0,"Waffles, Chocolate Chip"
42626,11.43,41.43,4.29,7.14,1.81356,1197,1271.46,60,0,"Waffles, Buttermilk"
42627,11.43,42.86,4.29,5.71,1.85166,1255,1271.46,60,0,Homestyle Waffles
42628,10,47.14,10,5.71,1.63322,1314,1288.45,62.85,0,"Waffles, Blueberry"
42629,0,66.67,0,11.11,5.36194,1393,1322.26,77.78,0,Seasoned Coating Mix For Pork
42630,0,62.5,0,12.5,5.3975,1569,1275,75,0,Seasoned Coating Mix For Chicken
42631,3.12,81.25,25,9.38,1.07188,1569,1662.39,93.75,0,Oat Cereal
42632,4.69,78.12,18.75,9.38,1.11252,1569,1670.41,92.19,0,"Simple Living, Oat Cereal"
42633,0,80,60,2.5,0,1255,1402.5,82.5,0,Seedless Raisins
42634,0,78.57,60.71,3.57,0,1343,1396.38,82.14,0,Seedless Raisins
42635,0,80,60,2.5,0,1255,1402.5,82.5,0,Seedless Raisins
42636,0,78.57,57.14,0,0,1197,1335.69,78.57,0,Raisins
42637,28.57,57.14,35.71,7.14,0.635,2243,2206.99,92.85,0,"Wafer Bars, Peanut Butter"
42638,20.27,62.16,43.24,2.7,0.44704,1807,1893.15,85.13,0,Fudge Stripe Snack Cakes
42639,16.39,62.3,40.98,3.28,0.66548,1715,1754.07,81.97,0,Swiss Rolls
42640,18.92,64.86,29.73,2.7,1.16586,1920,1886.4,86.48,0,Oatmeal Cremes Cookies
42641,0,27.14,23.57,0,0,477,461.38,27.14,0,Frozen Fresh Sliced Strawberry
42642,0,9.29,4.29,0.71,0,151,170,10,0,Picked Fresh Whole Strawberries
42643,0,9.29,4.29,0.71,0,151,170,10,0,Whole Strawberries
42644,0.71,12.14,8.57,0.71,0,238,246.14,13.56,0,Picked Fresh Blueberries
42645,0.71,12.14,8.57,0.71,0,238,246.14,13.56,0,Blueberries
42646,0,76.67,3.33,10,0,1393,1473.39,86.67,0,All-Purpose Flour
42647,0,76.67,3.33,10,0,1393,1473.39,86.67,0,All-Purpose Flour
42648,0,76.67,3.33,10,0,1393,1473.39,86.67,0,All Purpose Flour Enriched & Pre-Sifted
42649,30,5,0,25,0.508,1674,1680,60,0,Sliced Swiss Cheese
42650,33.33,0,0,23.81,1.69418,1594,1704.64,57.14,0,Sharp Cheddar Cheese Slices
42651,32.14,3.57,0,25,1.63322,1644,1739.15,60.71,0,Shredded Sharp Cheddar Cheese
42652,32.14,3.57,0,25,1.63322,1644,1739.15,60.71,0,Fancy Shredded Sharp Cheddar Cheese
42653,32.14,3.57,0,25,1.63322,1644,1739.15,60.71,0,Shredded Cheddar Jack Cheese
42655,4.35,32.17,6.96,9.57,1.1049,874,879.23,46.09,0,Cheese Pizza
42656,10.2,29.25,2.04,10.2,1.31318,1054,1068.45,49.65,0,Thin Crust Pepperoni Pizza
42657,8.45,30.28,2.11,11.27,1.0922,1000,1035.9,50,0,Thin Crust Pizza
42658,10.32,27.78,2.38,10.32,1.27,996,1050.18,48.42,0,Thin Crust Pizza
42659,20.54,0,0,18.75,0.13716,1084,1119.81,39.29,0,Ground Chunk Beef Patties
42660,7.14,0,0,20.54,0.15748,636,627.64,27.68,0,Ground Beef Patties
42661,1.79,7.14,0,14.29,2.26822,372,434.12,23.22,0,"Turkey Breast, Roasted"
42662,2.68,3.57,1.79,16.07,2.49428,448,438.4,22.32,0,Sliced Danish Brand Ham
42663,3.57,3.57,3.57,17.86,2.54,448,503.54,25,0,Sliced Cooked Ham
42664,0.88,22.94,18.82,2.94,0.20066,469,474.28,26.76,0,Lowfat Yogurt
42665,1.1,7.93,7.49,5.29,0.22352,259,267.64,14.32,0,"Lowfat Yogurt, Plain"
42666,0,11.18,7.65,3.53,0.15748,247,250.07,14.71,0,Non Fat Yogurt
42667,0.88,22.35,17.06,3.53,0.15748,444,474.28,26.76,0,Lowfat Yogurt
42668,1.18,21.76,17.06,3.53,0.15748,469,475.95,26.47,0,Lowfat Yogurt
42669,0,11.76,7.65,3.53,0.14986,247,259.93,15.29,0,Nonfat Yogurt
42670,0,11.18,7.06,3.53,0.14224,247,250.07,14.71,0,Non Fat Yogurt With Fruit
42671,0,8.37,7.49,5.73,0.22352,238,239.7,14.1,0,Plain Nonfat Yogurt
42672,0,11.18,7.65,3.53,0.14224,247,250.07,14.71,0,"Nonfat Yogurt, Strawberry"
42673,0,11.18,7.65,3.53,0.14224,247,250.07,14.71,0,Grade A Non Fat Yogurt
42674,0,11.18,7.65,3.53,0.14986,247,250.07,14.71,0,Nonfat Yogurt
42675,0,8.24,4.71,3.53,0.14986,197,200.09,11.77,0,Light Nonfat Yogurt
42676,0,8.82,5.29,3.53,0.14986,197,209.95,12.35,0,Nonfat Yogurt
42677,0,11.18,7.65,3.53,0.14986,247,250.07,14.71,0,Nonfat Yogurt
42678,0.88,22.94,17.65,3.53,0.14986,469,484.31,27.35,0,Lowfat Yogurt
42679,0,11.18,7.65,3.53,0.14986,247,250.07,14.71,0,Nonfat Yogurt
42680,0,8.82,4.71,3.53,0.15748,197,209.95,12.35,0,Nonfat Yogurt
42681,3.57,3.57,3.57,17.86,2.54,448,503.54,25,0,Sliced Cooked Ham
42682,50,21.88,9.38,21.88,1.19126,2615,2693.92,93.76,0,Peanut Butter
42683,50,21.88,9.38,21.88,1.19126,2615,2693.92,93.76,0,Creamy Peanut Butter
42684,50,21.88,9.38,21.88,1.19126,2615,2693.92,93.76,0,Crunchy Peanut Butter
42685,50,21.88,9.38,21.88,1.19126,2615,2693.92,93.76,0,Crunchy Peanut Butter
42686,0,43.33,40,0,0.71882,699,736.61,43.33,0,Lite Syrup
42687,0,88.33,58.33,0,0.10668,1464,1501.61,88.33,0,Syrup
42688,0,18.33,0,0,0.48768,243,311.61,18.33,0,Sugar Free Syrup
42689,0,11.67,11.67,0,0.0381,192,198.39,11.67,0,"Juice Cocktail, Apple"
42690,0,11.67,11.67,0,0.01524,192,198.39,11.67,0,Apple Juice
42691,0,11.67,11.67,0,0.01524,192,198.39,11.67,0,"Juice, Apple"
42692,0,8.75,8.33,0,0.11176,138,148.75,8.75,0,"Punch Drink, Lemon Berry Punch"
42693,0,8.75,8.33,0,0.11176,138,148.75,8.75,0,"Flavored Punch, Kiwi Strawberry Punch"
42694,34.38,3.12,0,25,1.5875,1699,1818.86,62.5,0,"Cheese Slices, Sharp Cheddar"
42695,28.12,6.25,0,28.12,0.47752,1569,1680.97,62.49,0,Swiss Extra Thin Cheese Slices
42696,28.12,3.12,0,25,2.2225,1439,1574.72,56.24,0,Provolone Extra Thin Cheese Slices
42697,35.71,53.57,3.57,3.57,1.22428,2389,2364.07,92.85,0,Classic Potato Chips
42698,35.71,53.57,3.57,3.57,2.08534,2243,2364.07,92.85,0,"Potato Chips, Salt & Vinegar"
42699,35.71,53.57,7.14,3.57,2.26822,2243,2364.07,92.85,0,"Potato Chips, Sour Cream & Onion"
42700,35.71,57.14,7.14,3.57,2.08534,2243,2424.76,96.42,0,"Potato Chips, Barbeque"
42701,39.29,53.57,3.57,3.57,1.22428,2389,2503.69,96.43,0,"Potato Chips, Wavy"
42702,13.48,14.89,0.71,8.51,1.49606,920,923.52,36.88,0,"Bacon, Jalepeno & Cheddar Quiche"
42703,21.05,57.89,28.95,5.26,1.40462,1870,1894.5,84.2,0,Oatmeal Cranberry Walnut Cookie Dough
42704,0,38.03,38.03,1.41,0,649,670.48,39.44,0,"Juice, Orange"
42705,0,38.03,33.8,1.41,0,649,670.48,39.44,0,"100% Juice, Orange"
42706,0,38.03,33.8,1.41,0,649,670.48,39.44,0,Orange Juice With Pulp
42707,6.67,10,10,6.67,0.254,556,543.52,23.34,0,Whole Evaporated Milk
42708,6.67,10,10,6.67,0.254,556,543.52,23.34,0,Whole Evaporated Milk
42712,0,100,100,0,0,1569,1700,100,0,Granulated Sugar
42713,0,100,100,0,0,1569,1700,100,0,Granulated Sugar
42714,0,100,88.89,0,0,1628,1700,100,0,"Iced Tea Mix, Lemon"
42715,0,100,88.89,0,0,1628,1700,100,0,"Iced Tea Mix, Lemon"
42716,0,100,88.89,0,0,1628,1700,100,0,"Sugar Sweetened Iced Tea Mix, Lemon"
42717,2.56,43.59,2.56,10.26,0.91186,967,1015.29,56.41,0,Whole Wheat Pita Bread
42718,50,0,0,33.33,4.65582,2439,2516.61,83.33,0,Thick Sliced Bacon
42719,0,77.78,0,6.67,0,1393,1435.65,84.45,0,White Rice
42720,0,83.05,0,6.78,0,1490,1527.11,89.83,0,White Rice
42721,0,82.61,0,8.7,0,1548,1552.27,91.31,0,"Enriched Long Grain, Precooked Instant White Rice"
42722,0,82.61,0,8.7,0,1548,1552.27,91.31,0,Instant White Rice
42723,0,77.78,0,6.67,0,1393,1435.65,84.45,0,Enriched Long Grain White Rice
42724,0,77.78,0,6.67,0,1393,1435.65,84.45,0,Enriched Long Grain White Rice
42725,8.24,14.12,7.06,3.53,0.29972,640,621.41,25.89,0,Lemon Blueberry Bread Pudding
42726,14.12,21.18,0.59,12.35,1.04648,1084,1120.69,47.65,0,Crispy Thin Crust Pizza
42727,6.67,26.67,9.63,11.85,1.0922,900,914.97,45.19,0,Crispy Thin Crust Pizza
42728,14.88,21.43,0.6,12.5,1.20904,1121,1157.13,48.81,0,Crispy Thin Crust Pizza
42729,10.07,19.42,2.16,10.07,1.29794,874,894.06,39.56,0,Mexican Style Crispy Thin Crust Pizza
42730,46.43,21.43,3.57,21.43,1.54178,2389,2539.39,89.29,0,Dry Roasted Peanuts
42731,46.43,21.43,3.57,21.43,1.54178,2389,2539.39,89.29,0,Dry Roasted Peanuts
